athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
Karima Christmas-Kelly,Wings,25,1-4,1-4,0-0,0,2,2,2,0,1,1,2,-3,3,TRUE,FALSE,FALSE,FALSE,0,1003,K. Christmas-Kelly,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Courtney Paris,Wings,8,1-4,0-0,0-0,2,3,5,0,0,0,1,3,-3,2,TRUE,FALSE,FALSE,FALSE,3,842,C. Paris,,Center,C,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Skylar Diggins-Smith,Wings,28,4-13,1-3,1-2,0,2,2,5,1,0,1,3,-7,10,TRUE,FALSE,FALSE,TRUE,4,2491205,S. Diggins-Smith,https://a.espncdn.com/i/headshots/wnba/players/full/2491205.png,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Odyssey Sims,Wings,35,4-10,0-3,1-1,0,1,1,2,1,0,0,3,-13,9,TRUE,FALSE,FALSE,TRUE,1,2529047,O. Sims,https://a.espncdn.com/i/headshots/wnba/players/full/2529047.png,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Glory Johnson,Wings,30,2-8,0-1,3-3,3,6,9,1,0,1,2,0,-8,7,FALSE,FALSE,FALSE,FALSE,0,1053,G. Johnson,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Jordan Hooper,Wings,3,0-2,0-2,0-0,0,0,0,1,0,0,0,1,-2,0,FALSE,FALSE,FALSE,TRUE,35,2529078,J. Hooper,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Theresa Plaisance,Wings,8,2-3,1-1,0-0,1,0,1,0,0,1,0,4,-2,5,FALSE,FALSE,FALSE,TRUE,55,2530082,T. Plaisance,https://a.espncdn.com/i/headshots/wnba/players/full/2530082.png,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Aerial Powers,Wings,18,4-8,1-2,0-0,1,0,1,0,1,0,3,3,-6,9,FALSE,FALSE,FALSE,FALSE,3,2999035,A. Powers,https://a.espncdn.com/i/headshots/wnba/players/full/2999035.png,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Erin Phillips,Wings,8,1-4,0-1,0-0,2,0,2,0,0,0,0,0,-3,2,FALSE,FALSE,FALSE,FALSE,31,678,E. Phillips,,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Tiffany Bias,Wings,1,0-0,0-0,0-0,0,0,0,0,0,0,2,0,-2,0,FALSE,FALSE,FALSE,FALSE,3,2529089,T. Bias,,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864440,2016,2,2016-09-01
Crystal Langhorne,Storm,25,5-9,0-0,2-3,0,5,5,4,0,0,2,5,+6,12,TRUE,FALSE,FALSE,FALSE,1,805,C. Langhorne,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Alysha Clark,Storm,31,2-8,0-2,5-6,2,3,5,1,1,0,0,0,+13,9,TRUE,FALSE,FALSE,TRUE,22,924,A. Clark,https://a.espncdn.com/i/headshots/wnba/players/full/924.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Breanna Stewart,Storm,37,6-10,0-2,5-6,2,10,12,3,1,2,2,3,+11,17,TRUE,FALSE,FALSE,TRUE,30,2998928,B. Stewart,https://a.espncdn.com/i/headshots/wnba/players/full/2998928.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Sue Bird,Storm,35,5-12,3-7,0-1,0,5,5,4,0,0,3,1,+8,13,TRUE,FALSE,FALSE,FALSE,10,91,S. Bird,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Jewell Loyd,Storm,32,7-15,0-3,9-10,2,4,6,4,3,0,4,1,+11,23,TRUE,FALSE,FALSE,TRUE,24,2987869,J. Loyd,https://a.espncdn.com/i/headshots/wnba/players/full/2987869.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Ramu Tokashiki,Storm,14,1-4,0-0,0-2,1,1,2,0,1,2,1,4,+5,2,FALSE,FALSE,FALSE,TRUE,7,993,R. Tokashiki,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Kaleena Mosqueda-Lewis,Storm,4,1-3,0-1,0-0,1,0,1,0,0,0,1,0,+4,2,FALSE,FALSE,FALSE,FALSE,23,2590092,K. Mosqueda-Lewis,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Krystal Thomas,Storm,5,0-0,0-0,0-0,2,1,3,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,34,1011,K. Thomas,,Center,C,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Noelle Quinn,Storm,13,0-2,0-0,0-0,0,1,1,1,2,0,0,1,+7,0,FALSE,FALSE,FALSE,TRUE,45,737,N. Quinn,,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Jenna O'Hea,Storm,5,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-5,0,FALSE,FALSE,FALSE,FALSE,4,1012,J. O'Hea,,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864440,2016,2,2016-09-01
Monique Currie,Stars,21,2-5,1-1,5-6,0,2,2,2,2,0,5,5,-15,10,TRUE,FALSE,FALSE,FALSE,25,651,M. Currie,,Forward,F,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Jayne Appel-Marinelli,Stars,23,2-9,0-0,1-1,2,2,4,1,2,0,3,4,-11,5,TRUE,FALSE,FALSE,FALSE,32,954,J. Appel-Marinelli,,Center,C,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Astou Ndour-Fall,Stars,30,5-8,2-4,0-0,1,4,5,0,0,1,0,1,-20,12,TRUE,FALSE,FALSE,TRUE,,3099025,A. Ndour-Fall,https://a.espncdn.com/i/headshots/wnba/players/full/3099025.png,Center,C,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Jazmon Gwathmey,Stars,27,2-4,1-2,0-0,1,3,4,1,1,1,2,4,-26,5,TRUE,FALSE,FALSE,TRUE,1,2568417,J. Gwathmey,,Guard,G,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Moriah Jefferson,Stars,28,4-13,1-2,1-1,1,2,3,3,3,2,2,1,-27,10,TRUE,FALSE,FALSE,FALSE,,2998927,M. Jefferson,https://a.espncdn.com/i/headshots/wnba/players/full/2998927.png,Guard,G,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Vicki Baugh,Stars,22,3-4,0-0,2-4,1,2,3,0,0,0,2,3,-13,8,FALSE,FALSE,FALSE,TRUE,22,1052,V. Baugh,,Forward,F,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Haley McCloskey Peters,Stars,24,3-9,0-2,2-2,0,2,2,1,0,0,2,1,-16,8,FALSE,FALSE,FALSE,TRUE,17,2529125,H. Peters,,Forward,F,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Sydney Colson,Stars,25,2-7,0-2,0-1,1,2,3,5,0,0,4,2,-7,4,FALSE,FALSE,FALSE,TRUE,51,1004,S. Colson,https://a.espncdn.com/i/headshots/wnba/players/full/1004.png,Guard,G,Stars,,17,SA,000000,400864433,2016,2,2016-08-30
Camille Little,Sun,23,0-2,0-0,0-0,0,2,2,7,1,0,1,4,+28,0,TRUE,FALSE,FALSE,FALSE,20,732,C. Little,,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Alyssa Thomas,Sun,29,6-10,0-0,4-5,2,5,7,1,1,1,5,2,+25,16,TRUE,FALSE,FALSE,FALSE,25,2529140,A. Thomas,https://a.espncdn.com/i/headshots/wnba/players/full/2529140.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Chiney Ogwumike,Sun,35,6-10,0-0,4-5,1,5,6,3,0,3,1,2,+23,16,TRUE,FALSE,FALSE,TRUE,13,2529950,C. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/2529950.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Jasmine Thomas,Sun,29,5-9,2-2,2-2,1,5,6,6,4,0,2,0,+38,14,TRUE,FALSE,FALSE,FALSE,5,1008,J. Thomas,https://a.espncdn.com/i/headshots/wnba/players/full/1008.png,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Alex Bentley,Sun,24,8-12,3-4,2-2,1,0,1,0,2,0,3,1,+20,21,TRUE,FALSE,FALSE,TRUE,20,2490773,A. Bentley,,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Shekinna Stricklen,Sun,17,3-11,3-9,0-0,1,2,3,2,1,0,0,0,-2,9,FALSE,FALSE,FALSE,TRUE,40,1110,S. Stricklen,https://a.espncdn.com/i/headshots/wnba/players/full/1110.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Kelly Faris,Sun,14,1-3,0-2,0-0,1,3,4,1,1,0,2,2,0,2,FALSE,FALSE,FALSE,TRUE,22,2491192,K. Faris,,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Jonquel Jones,Sun,12,4-7,0-1,1-2,4,2,6,1,0,2,1,6,+9,9,FALSE,FALSE,FALSE,FALSE,,2999101,J. Jones,https://a.espncdn.com/i/headshots/wnba/players/full/2999101.png,Forward,F,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Courtney Williams,Sun,17,1-5,0-0,0-0,4,1,5,2,0,1,1,1,-6,2,FALSE,FALSE,FALSE,TRUE,,2987891,C. Williams,https://a.espncdn.com/i/headshots/wnba/players/full/2987891.png,Guard,G,Sun,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,18,CONN,de6b36,400864433,2016,2,2016-08-30
Penny Taylor,Mercury,22,3-6,0-3,4-4,0,4,4,1,2,0,3,2,+10,10,TRUE,FALSE,FALSE,FALSE,13,388,P. Taylor,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Candice Dupree,Mercury,26,1-5,0-0,2-4,1,4,5,3,0,0,1,1,+3,4,TRUE,FALSE,FALSE,FALSE,24,689,C. Dupree,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
DeWanna Bonner,Mercury,25,6-12,0-2,2-3,2,4,6,1,0,1,1,2,+10,14,TRUE,FALSE,FALSE,FALSE,24,869,D. Bonner,https://a.espncdn.com/i/headshots/wnba/players/full/869.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Brittney Griner,Mercury,35,8-12,0-0,4-4,1,6,7,3,3,4,3,3,+15,20,TRUE,FALSE,FALSE,FALSE,42,2490553,B. Griner,https://a.espncdn.com/i/headshots/wnba/players/full/2490553.png,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Diana Taurasi,Mercury,28,6-12,4-8,3-3,0,2,2,2,1,0,1,4,+8,19,TRUE,FALSE,FALSE,FALSE,3,585,D. Taurasi,https://a.espncdn.com/i/headshots/wnba/players/full/585.png,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Mistie McCray Bass,Mercury,13,0-1,0-0,0-0,0,3,3,0,0,0,2,2,+9,0,FALSE,FALSE,FALSE,FALSE,21,660,M. Bass,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Sonja Petrovic,Mercury,13,0-4,0-1,4-4,1,1,2,1,0,0,2,2,+8,4,FALSE,FALSE,FALSE,TRUE,5,1106,S. Petrovic,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Isabelle Harrison,Mercury,1,1-2,0-0,0-0,1,1,2,0,0,0,0,0,+2,2,FALSE,FALSE,FALSE,TRUE,20,2566453,I. Harrison,https://a.espncdn.com/i/headshots/wnba/players/full/2566453.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Kelsey Bone,Mercury,5,0-1,0-0,2-2,0,1,1,0,0,0,1,2,-1,2,FALSE,FALSE,FALSE,TRUE,3,2491346,K. Bone,,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Lindsey Harding,Mercury,17,2-3,0-0,0-0,1,2,3,2,1,1,0,3,+10,4,FALSE,FALSE,FALSE,TRUE,10,2069374,L. Harding,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Alex Harden,Mercury,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0,FALSE,FALSE,FALSE,TRUE,,2569244,A. Harden,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Marta Xargay,Mercury,13,0-2,0-2,0-0,0,0,0,1,2,0,1,5,-6,0,FALSE,FALSE,FALSE,FALSE,21,3888044,M. Xargay,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864436,2016,2,2016-08-30
Tamika Catchings,Fever,27,2-5,1-3,3-3,0,6,6,0,1,0,0,5,-13,8,TRUE,FALSE,FALSE,FALSE,24,125,T. Catchings,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Erlana Larkins,Fever,29,4-6,0-0,4-4,2,6,8,1,0,0,3,2,-9,12,TRUE,FALSE,FALSE,FALSE,2,803,E. Larkins,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Lynetta Kizer,Fever,20,5-10,0-0,0-0,1,2,3,0,1,0,2,4,-6,10,TRUE,FALSE,FALSE,TRUE,12,1051,L. Kizer,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Briann January,Fever,23,2-3,1-2,4-4,0,1,1,4,1,0,1,4,-8,9,TRUE,FALSE,FALSE,TRUE,20,860,B. January,https://a.espncdn.com/i/headshots/wnba/players/full/860.png,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Shenise Johnson,Fever,21,2-10,0-6,0-0,0,1,1,2,2,0,3,0,-15,4,TRUE,FALSE,FALSE,FALSE,42,1074,S. Johnson,,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Devereaux Peters,Fever,6,0-2,0-0,0-0,1,0,1,0,0,1,0,0,-5,0,FALSE,FALSE,FALSE,TRUE,14,1101,D. Peters,,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Natalie Achonwa,Fever,10,2-3,0-0,2-2,0,3,3,0,2,0,2,2,-3,6,FALSE,FALSE,FALSE,FALSE,11,2529203,N. Achonwa,https://a.espncdn.com/i/headshots/wnba/players/full/2529203.png,Forward,F,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Marissa Coleman,Fever,16,0-2,0-2,3-4,0,1,1,1,0,0,1,1,-1,3,FALSE,FALSE,FALSE,TRUE,0,835,M. Coleman,,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Jeanette Pohlen-Mavunga,Fever,14,1-4,1-3,0-0,0,0,0,1,0,0,0,1,+3,3,FALSE,FALSE,FALSE,TRUE,32,983,J. Pohlen-Mavunga,,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Erica Wheeler,Fever,22,0-8,0-0,4-4,1,2,3,3,1,0,3,3,-10,4,FALSE,FALSE,FALSE,FALSE,17,2491214,E. Wheeler,https://a.espncdn.com/i/headshots/wnba/players/full/2491214.png,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Tiffany Mitchell,Fever,13,2-7,0-1,2-2,1,0,1,0,0,0,1,0,-3,6,FALSE,FALSE,FALSE,FALSE,,2984741,T. Mitchell,https://a.espncdn.com/i/headshots/wnba/players/full/2984741.png,Guard,G,Fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,5,IND,e2382f,400864436,2016,2,2016-08-30
Essence Carson,Sparks,26,2-7,0-1,0-0,1,2,3,1,1,0,2,3,+10,4,TRUE,FALSE,FALSE,TRUE,17,802,E. Carson,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Candace Parker,Sparks,36,10-18,2-4,3-3,0,13,13,7,3,1,6,1,+1,25,TRUE,FALSE,FALSE,TRUE,3,812,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/812.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Nneka Ogwumike,Sparks,33,6-10,1-1,2-4,2,7,9,2,1,0,3,3,+7,15,TRUE,FALSE,FALSE,TRUE,30,1068,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Alana Beard,Sparks,26,4-6,0-0,0-0,1,2,3,2,2,1,3,3,+3,8,TRUE,FALSE,FALSE,TRUE,0,581,A. Beard,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Kristi Toliver,Sparks,30,3-9,1-6,0-0,0,1,1,2,1,0,1,0,-4,7,TRUE,FALSE,FALSE,TRUE,20,856,K. Toliver,https://a.espncdn.com/i/headshots/wnba/players/full/856.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Jantel Lavender,Sparks,17,2-4,0-0,0-0,0,1,1,1,1,2,1,1,-10,4,FALSE,FALSE,FALSE,FALSE,14,1013,J. Lavender,https://a.espncdn.com/i/headshots/wnba/players/full/1013.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Evgeniia Belyakova,Sparks,14,0-2,0-1,1-4,0,3,3,1,1,1,0,2,-11,1,FALSE,FALSE,FALSE,FALSE,10,2969569,E. Belyakova,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Ann Wauters,Sparks,4,0-0,0-0,0-0,0,1,1,0,0,0,2,2,-5,0,FALSE,FALSE,FALSE,FALSE,,423,A. Wauters,,Center,C,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Chelsea Gray,Sparks,8,1-1,0-0,0-0,0,2,2,0,0,0,1,0,-7,2,FALSE,FALSE,FALSE,FALSE,12,2529122,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Ana Dabovic,Sparks,6,0-0,0-0,0-0,0,1,1,0,0,0,2,0,-4,0,FALSE,FALSE,FALSE,FALSE,23,3888042,A. Dabovic,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864428,2016,2,2016-08-29
Penny Taylor,Mercury,24,1-3,1-3,0-0,0,4,4,5,0,1,1,1,-4,3,TRUE,FALSE,FALSE,TRUE,13,388,P. Taylor,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Candice Dupree,Mercury,28,4-12,0-0,1-2,4,3,7,2,0,1,2,0,-6,9,TRUE,FALSE,FALSE,TRUE,24,689,C. Dupree,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
DeWanna Bonner,Mercury,30,3-16,0-7,1-2,1,3,4,1,1,0,2,0,+1,7,TRUE,FALSE,FALSE,TRUE,24,869,D. Bonner,https://a.espncdn.com/i/headshots/wnba/players/full/869.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Brittney Griner,Mercury,21,4-7,0-0,1-3,1,3,4,0,1,1,2,6,-5,9,TRUE,FALSE,FALSE,FALSE,42,2490553,B. Griner,https://a.espncdn.com/i/headshots/wnba/players/full/2490553.png,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Diana Taurasi,Mercury,30,9-17,4-10,4-4,1,2,3,2,1,0,3,4,+1,26,TRUE,FALSE,FALSE,TRUE,3,585,D. Taurasi,https://a.espncdn.com/i/headshots/wnba/players/full/585.png,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Mistie McCray Bass,Mercury,10,0-2,0-0,0-0,1,1,2,2,0,1,2,0,+12,0,FALSE,FALSE,FALSE,FALSE,21,660,M. Bass,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Sonja Petrovic,Mercury,9,2-3,1-1,0-0,0,1,1,0,1,0,0,1,+7,5,FALSE,FALSE,FALSE,FALSE,5,1106,S. Petrovic,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Isabelle Harrison,Mercury,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,-2,0,FALSE,FALSE,FALSE,FALSE,20,2566453,I. Harrison,https://a.espncdn.com/i/headshots/wnba/players/full/2566453.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Kelsey Bone,Mercury,19,1-3,0-0,0-0,2,5,7,1,0,0,2,3,+9,2,FALSE,FALSE,FALSE,TRUE,3,2491346,K. Bone,,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Lindsey Harding,Mercury,6,1-3,0-0,0-0,1,0,1,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,10,2069374,L. Harding,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Marta Xargay,Mercury,22,2-4,1-3,2-4,1,0,1,2,3,0,1,1,+7,7,FALSE,FALSE,FALSE,FALSE,21,3888044,M. Xargay,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400864428,2016,2,2016-08-29
Crystal Langhorne,Storm,24,5-10,0-0,1-1,2,4,6,0,0,0,1,4,-10,11,TRUE,FALSE,FALSE,FALSE,1,805,C. Langhorne,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
Alysha Clark,Storm,28,2-7,2-5,1-2,1,4,5,3,0,0,4,3,-14,7,TRUE,FALSE,FALSE,FALSE,22,924,A. Clark,https://a.espncdn.com/i/headshots/wnba/players/full/924.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
Breanna Stewart,Storm,33,4-11,0-1,2-2,1,5,6,4,1,0,0,1,-16,10,TRUE,FALSE,FALSE,FALSE,30,2998928,B. Stewart,https://a.espncdn.com/i/headshots/wnba/players/full/2998928.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
Sue Bird,Storm,32,4-11,3-5,0-0,0,0,0,4,0,0,3,0,-11,11,TRUE,FALSE,FALSE,FALSE,10,91,S. Bird,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
Jewell Loyd,Storm,32,8-17,1-4,3-4,0,1,1,4,2,0,0,1,-22,20,TRUE,FALSE,FALSE,FALSE,24,2987869,J. Loyd,https://a.espncdn.com/i/headshots/wnba/players/full/2987869.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
Ramu Tokashiki,Storm,13,4-5,0-0,5-5,3,2,5,0,1,0,1,3,-1,13,FALSE,FALSE,FALSE,TRUE,7,993,R. Tokashiki,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864394,2016,2,2016-08-28
